dates,globrad_MJDayM2,tmax_degC,tmin_degC,vappres_kPa,windspeed_ms,prec_mmDay,irrig_mmDay,densef_percent,height_percent,lai_percent,sai_percent
2005-08-09,26.1792,25.3,8.2,1.19549,2.5,0,5,100,100,84.43751,100
2005-08-10,23.5008,27,10.5,1.35282,2.5,5.2,5,100,100,84.41254,100
2005-08-11,11.664,21.7,13.3,1.66144,1.5,3.2,5,100,100,84.38313,100
2005-08-12,24.8832,26,11.5,1.50514,2,0,5,100,100,84.34895,100
2005-08-13,19.6992,25.1,13.6,1.43258,3,0,5,100,100,84.30966,100
2005-08-14,10.1088,20.2,11.2,1.44096,1.6,6.8,5,100,100,84.26493,100
2005-08-15,13.7376,18.7,10.8,1.3557,2.5,0.7,5,100,100,84.21446,100
2005-08-16,23.76,23.4,9.7,1.40347,1.9,0,5,100,100,84.15794,100
2005-08-17,24.0192,24.6,11.3,1.52376,2.2,0,5,100,100,84.09507,100
2005-08-18,9.7632,22.5,13.6,1.72066,1.6,8.2,5,100,100,84.02556,100
2005-08-19,15.12,24.2,14.7,1.87904,1.8,0.3,5,100,100,83.94913,100
2005-08-20,13.0464,20.8,12.7,1.56438,2.5,9.4,5,100,100,83.86553,100
2005-08-21,8.8992,16.5,11.2,1.40781,0.7,15.8,5,100,100,83.77449,100
2005-08-22,4.4928,17.5,14,1.64315,1.2,3.3,5,100,100,83.67577,100
2005-08-23,19.6128,23.3,14,1.58544,2.6,0,5,100,100,83.56914,100
2005-08-24,20.4768,24.1,12.8,1.54629,1.9,0,5,100,100,83.45438,100
2005-08-25,11.1456,23.5,13.8,1.73553,1.3,1.6,5,100,100,83.33128,100
2005-08-26,21.0816,23.8,13.8,1.6466,2,0,5,100,100,83.19965,100
2005-08-27,11.232,21,10.9,1.46495,1.4,1.8,5,100,100,83.05931,100
2005-08-28,19.44,24,14,1.76253,1.9,0,5,100,100,82.91009,100
2005-08-29,22.2912,27.8,12.5,1.7738,2,0,5,100,100,82.75184,100
2005-08-30,21.6,27.5,13.7,1.77007,2.3,0,5,100,100,82.58441,100
2005-08-31,20.8224,28.7,15,1.86326,1.9,0,5,100,100,82.40769,100
2005-09-01,20.736,28.5,14.9,1.7561,2.6,0,5,100,100,82.22157,100
2005-09-02,20.1312,28.1,15.3,1.95233,2.1,0,5,100,100,82.02595,100
2005-09-03,20.3904,28,15.7,1.94897,2.2,0,5,100,100,81.82074,100
2005-09-04,20.304,28.2,14.7,1.8309,2,0,5,100,100,81.60589,100
2005-09-05,19.3536,27.4,13.8,1.71562,2.3,0,5,100,100,81.38135,100
2005-09-06,14.256,27.1,14.9,1.46425,2.4,0,5,100,100,81.14707,100
2005-09-07,12.7872,26.9,13.3,1.3879,1.4,0,0,100,100,80.90305,100
2005-09-08,15.3792,28.2,13.1,1.4397,3,0.6,0,100,100,80.64928,100
2005-09-09,9.936,22.9,15.2,1.62496,1.5,1.3,5,100,100,80.38577,100
2005-09-10,14.256,24.3,14.7,1.73624,1.9,2.2,5,100,100,80.11255,100
2005-09-11,8.9856,18.3,12.6,1.5479,2,8.9,5,100,100,79.82967,100
2005-09-12,13.7376,19.9,11.6,1.47854,1.1,0,5,100,100,79.53718,100
2005-09-13,19.7856,23.1,12.8,1.52341,2.3,0,5,100,100,79.23516,100
2005-09-14,18.576,24,12.9,1.6406,2.4,0,5,100,100,78.9237,100
2005-09-15,18.3168,23.9,11.7,1.59015,1.7,0,5,100,100,78.60292,100
2005-09-16,17.4528,24.7,11.1,1.58484,3.1,0.9,5,100,100,78.27292,100
2005-09-17,12.0096,16.5,10.8,1.08935,4.3,0,5,100,100,77.93385,100
2005-09-18,11.3184,16.3,7.4,1.02426,1.7,0,5,100,100,77.58586,100
2005-09-19,9.1584,14.6,9.1,1.08784,2.3,0,5,100,100,77.22912,100
2005-09-20,13.7376,17,10.7,1.18536,2.1,0,5,100,100,76.86381,100
2005-09-21,14.256,18,7.6,1.20087,1.9,0,5,100,100,76.49013,100
2005-09-22,15.3792,19.7,8.3,1.2708,2,0,5,100,100,76.10829,100
2005-09-23,16.5024,21.9,8.4,1.3673,1.9,0,5,100,100,75.71851,100
2005-09-24,16.6752,22.2,9.2,1.33425,1.9,0,5,100,100,75.32104,100
2005-09-25,13.9968,21.9,8.3,1.3345,2,17.4,0,100,100,74.91613,100
2005-09-26,11.3184,22.1,11.4,1.54644,1.8,0,5,100,100,74.50405,100
2005-09-27,6.6528,19.2,12,1.4894,1,0,5,100,100,74.08507,100
2005-09-28,13.392,21.7,11.3,1.45014,1.8,0.8,5,100,100,73.65948,100
2005-09-29,5.8752,16.3,9.2,1.166,2.4,0,5,100,100,73.2276,100
2005-09-30,10.9728,17.2,6.3,1.03406,1.9,0,5,100,100,72.78974,100
2005-10-01,5.8752,15.3,6.8,1.12823,1.2,17,5,100,100,72.34623,100
2005-10-02,5.2704,12.7,8.5,1.05132,1.8,1.7,5,100,100,71.8974,100
2005-10-03,9.5904,14.2,8.1,1.09198,1.3,8.4,5,100,100,71.44361,100
2005-10-04,12.3552,16.6,5.5,1.10168,1.7,0,5,100,100,70.98521,100
2005-10-05,9.7632,15.6,6.5,1.11341,1.3,0,0,100,100,70.52258,100
2005-10-06,12.7008,18.4,5.2,1.18873,1.6,0,0,100,100,70.0561,100
2005-10-07,8.9856,19.5,5.7,1.23945,1.2,0,0,100,100,69.58615,100
2005-10-08,13.1328,19.5,5.2,1.18284,1.2,0,0,100,100,69.11312,100
2005-10-09,14.3424,20.4,5.2,1.18799,1.5,0,0,100,100,68.63744,100
2005-10-10,13.9104,20.6,5.2,1.12886,1.4,0,0,100,100,68.1595,100
2005-10-11,13.392,21.6,6.8,1.09153,1.8,0,0,100,100,67.67972,100
2005-10-12,13.2192,21.1,6.9,1.09397,1.8,0,0,100,100,67.19853,100
2005-10-13,13.4784,19.5,5.4,1.0775,1.6,0,0,100,100,66.71636,100
2005-10-14,12.7872,20.1,4.5,1.171,1.6,0,0,100,100,66.23365,100
2005-10-15,14.0832,20.1,2.9,1.05527,1.4,0,0,100,100,65.75083,100
2005-10-16,12.6144,18.6,2.5,1.01749,1.5,0,0,100,100,65.26835,100
2005-10-17,13.0464,17.6,3.4,1.07732,1.9,0,0,100,100,64.78666,100
2005-10-18,11.3184,18.4,5.3,1.16545,1.4,0.3,0,100,100,64.3062,100
2005-10-19,4.4928,15.5,7.2,1.21741,1.1,0.9,0,100,100,63.82743,100
2005-10-20,11.4912,18.5,4.7,1.22418,1.6,0,0,100,100,63.35081,100
2005-10-21,8.8992,20.1,8,1.24312,1.2,0,0,100,100,62.87679,100
2005-10-22,10.0224,20,9.4,1.22861,1.3,3.3,0,100,100,62.40582,100
2005-10-23,2.592,13.3,9.5,1.27223,0.9,5.6,0,100,100,61.93836,100
2005-10-24,10.9728,17.4,8.1,1.18166,1.3,0,0,100,100,61.47487,100
2005-10-25,6.3072,17,5.2,1.09964,1.3,0,0,100,100,61.0158,100
2005-10-26,11.0592,19.8,3.5,1.14954,1.2,0,0,100,100,60.56161,100
2005-10-27,11.1456,19.7,3.4,1.16223,1,0,0,100,100,60.11273,100
2005-10-28,11.1456,19.3,2.4,1.02781,1.4,0,0,100,100,59.66962,100
2005-10-29,10.6272,21,2.2,1.04751,1.3,0,0,100,100,59.23272,100
2005-10-30,10.368,19.7,2.2,1.0609,1.3,0,0,100,100,58.80247,100
2005-10-31,7.344,20.5,7.3,1.10305,1.6,1,0,100,100,58.3793,100
2005-11-01,8.9856,18.7,6.2,1.24413,1.7,0,0,100,100,57.96364,100
2005-11-02,6.3936,17.3,4.6,1.0818,1.1,3.9,0,100,100,57.55591,100
2005-11-03,9.1584,19.2,9,1.28086,1.4,0,0,100,100,57.15653,100
2005-11-04,5.4432,18.8,7.6,1.27344,1.6,1.3,0,100,100,56.76591,100
2005-11-05,4.4064,12.8,6.6,0.968,2.5,0,0,100,100,56.38444,100
2005-11-06,5.7024,12.2,2.2,0.90409,1,0,0,100,100,56.01253,100
2005-11-07,7.6032,12.6,1.2,0.86423,1.3,0,0,100,100,55.65054,100
2005-11-08,8.8992,18.2,0.7,0.93693,1.3,0,0,100,100,55.29887,100
2005-11-09,8.5536,16.7,3.2,0.96495,1.7,0,0,100,100,54.95786,100
2005-11-10,7.344,13.9,2.1,0.90781,1,0,0,100,100,54.62789,100
2005-11-11,8.208,12.9,0,0.79055,1.6,0,0,100,100,54.30929,100
2005-11-12,6.6528,14,-1.4,0.7317,1.4,0,0,100,100,54.00239,100
2005-11-13,7.2576,16.5,1,0.8573,1.5,0,0,100,100,53.70752,100
2005-11-14,7.9488,11.9,-0.4,0.83853,1.5,0,0,100,100,53.42499,100
2005-11-15,7.2576,12.9,-1.8,0.8323,1.3,0,0,100,100,53.15509,100
2005-11-16,2.7648,11.8,3,0.86626,2.6,0,0,100,100,52.89811,100
2005-11-17,6.48,8.9,-1.7,0.54497,4,0,0,100,100,52.65432,100
2005-11-18,6.8256,6.3,-4.2,0.49341,1.1,0,0,100,100,52.42398,100
2005-11-19,7.0848,4.3,-6.7,0.41106,0.8,0,0,100,100,52.20733,100
2005-11-20,6.8256,4.4,-6.9,0.3865,0.9,0,0,100,100,52.00461,100
2005-11-21,6.3936,5.2,-6.7,0.44151,0.9,0,0,100,100,51.81602,100
2005-11-22,6.48,6,-5.5,0.48589,1.9,0,0,100,100,51.64176,100
2005-11-23,6.2208,4.2,-6.8,0.43794,0.7,0,0,100,100,51.48203,100
2005-11-24,5.4432,1,-7.1,0.34976,1.5,5.5,0,100,100,51.337,100
2005-11-25,2.16,-0.4,-8.9,0.41848,0.8,2.5,0,100,100,51.20681,100
2005-11-26,6.3936,-0.4,-9.5,0.37084,1.2,0,0,100,100,51.09161,100
2005-11-27,4.1472,-2.5,-12.3,0.29793,0.8,0,0,100,100,50.99151,100
2005-11-28,4.32,1.5,-7.7,0.38833,1.2,0,0,100,100,50.90664,100
2005-11-29,5.616,5,-3.4,0.51717,1.7,0,0,100,100,50.83707,100
2005-11-30,5.0112,3.9,-4.6,0.4474,1.3,0,0,100,100,50.78289,100
2005-12-01,6.048,2.5,-6.4,0.36721,2.1,0,0,100,100,50.74414,100
2005-12-02,3.456,6.5,-6,0.40397,1.7,2.7,0,100,100,50.72088,100
2005-12-03,3.6288,5.7,1.4,0.71819,1,2.2,0,100,100,50.71312,100
2005-12-04,4.1472,7.9,2,0.77465,1.1,5.2,0,100,100,50.71312,100
2005-12-05,1.4688,4.6,2,0.7344,0.7,3.9,0,100,100,50.71312,100
2005-12-06,3.7152,5.1,0.3,0.65843,1,1.5,0,100,100,50.71312,100
2005-12-07,4.2336,5.5,-3.6,0.58334,0.9,0,0,100,100,50.71312,100
2005-12-08,1.9872,0.3,-4.1,0.48908,1,6.4,0,100,100,50.71312,100
2005-12-09,3.1968,-0.5,-7.8,0.45304,0.6,0,0,100,100,50.71312,100
2005-12-10,4.8384,-1.2,-9.6,0.38757,0.8,0,0,100,100,50.71312,100
2005-12-11,5.0112,-2.3,-10.9,0.34586,0.9,0,0,100,100,50.71312,100
2005-12-12,3.9744,-1.8,-9.3,0.36514,0.8,0,0,100,100,50.71312,100
2005-12-13,2.16,-0.4,-2.4,0.44627,0.9,0,0,100,100,50.71312,100
2005-12-14,1.2096,-0.7,-2.2,0.4293,1.5,0,0,100,100,50.71312,100
2005-12-15,4.2336,0.1,-5.9,0.36959,1.2,0,0,100,100,50.71312,100
2005-12-16,0.6048,4.3,-3.5,0.5747,1.2,13.7,0,100,100,50.71312,100
2005-12-17,2.7648,5.8,-0.8,0.50974,6.2,0,0,100,100,50.71312,100
2005-12-18,4.8384,1.2,-7.8,0.34203,1.9,0,0,100,100,50.71312,100
2005-12-19,3.1968,-0.7,-8.8,0.30208,1.1,0,0,100,100,50.71312,100
2005-12-20,4.5792,2.8,-5.7,0.42002,1.4,0,0,100,100,50.71312,100
2005-12-21,4.6656,-0.3,-8.5,0.3707,1.1,0,0,100,100,50.71312,100
2005-12-22,4.4928,0,-8.2,0.38564,1,0,0,100,100,50.71312,100
2005-12-23,4.4064,1.3,-7,0.41664,0.8,0,0,100,100,50.71312,100
2005-12-24,4.4928,1.8,-7.5,0.44663,0.8,0,0,100,100,50.71312,100
2005-12-25,1.3824,-0.5,-1.9,0.45062,1.8,0,0,100,100,50.71312,100
2005-12-26,1.3824,-0.6,-2.5,0.37402,1.8,0,0,100,100,50.71312,100
2005-12-27,4.4064,-0.6,-5.4,0.36995,0.6,0,0,100,100,50.71312,100
2005-12-28,3.024,-3,-8.7,0.29063,2,0,0,100,100,50.71312,100
2005-12-29,4.4064,-3.3,-10.5,0.25211,0.7,0,0,100,100,50.71312,100
2005-12-30,3.7152,-3.8,-12.6,0.23736,1.7,30.8,0,100,100,50.71312,100
2005-12-31,3.3696,1.9,-3.9,0.52684,1.3,10,0,100,100,50.71312,100
2006-01-01,4.5792,4.9,0,0.67157,1,1.6,0,100,100,52.74574,100
2006-01-02,2.0736,2.8,-3.8,0.55859,0.6,0,0,100,100,52.74574,100
2006-01-03,4.2336,2.4,-3.6,0.52581,0.6,0,0,100,100,52.74574,100
2006-01-04,5.184,0.3,-7.3,0.3617,1.7,0,0,100,100,52.74574,100
2006-01-05,5.4432,0.7,-8.1,0.36115,2,0,0,100,100,52.74574,100
2006-01-06,4.4928,1.6,-7.1,0.36652,1.8,0,0,100,100,52.74574,100
2006-01-07,4.32,0.2,-9.3,0.34822,0.9,0,0,100,100,52.74574,100
2006-01-08,5.3568,2.9,-6.4,0.42401,1,0,0,100,100,52.74574,100
2006-01-09,5.7888,0.1,-9.9,0.35578,0.8,0,0,100,100,52.74574,100
2006-01-10,6.048,-0.6,-10.6,0.31836,1.2,0,0,100,100,52.74574,100
2006-01-11,6.1344,-0.9,-12.5,0.29381,1,0,0,100,100,52.74574,100
2006-01-12,5.184,0.7,-10.7,0.31384,1,0,0,100,100,52.74574,100
2006-01-13,6.3936,1.5,-11.6,0.34388,0.7,0,0,100,100,52.74574,100
2006-01-14,6.48,-0.3,-11.1,0.31793,0.9,0,0,100,100,52.74574,100
2006-01-15,6.6528,0.1,-12.8,0.30072,0.9,0,0,100,100,52.74574,100
2006-01-16,3.2832,-1.2,-12.2,0.26732,1.3,0,0,100,100,52.74574,100
2006-01-17,2.5056,2.1,-3.3,0.44276,1,15.7,0,100,100,52.74574,100
2006-01-18,2.16,5.7,0.9,0.69721,1,0.5,0,100,100,52.74574,100
2006-01-19,5.616,6.9,-2.3,0.63591,0.9,0,0,100,100,52.74574,100
2006-01-20,6.912,5.2,-3.9,0.55148,1.2,0,0,100,100,52.74574,100
2006-01-21,6.8256,7.1,-4.1,0.59481,0.8,0,0,100,100,52.74574,100
2006-01-22,7.1712,4.6,-5.2,0.45454,1.1,0,0,100,100,52.74574,100
2006-01-23,7.344,2.1,-7.7,0.39492,1,0,0,100,100,52.74574,100
2006-01-24,7.6032,0.5,-9.3,0.3346,1.2,0,0,100,100,52.74574,100
2006-01-25,7.1712,1.4,-9.4,0.33475,1,0,0,100,100,52.74574,100
2006-01-26,6.2208,0.7,-8.2,0.33976,0.9,0,0,100,100,52.74574,100
2006-01-27,5.0112,4.7,-5.7,0.36456,1.2,0,0,100,100,52.74574,100
2006-01-28,4.4928,11.1,-1.9,0.48102,3,0,0,100,100,52.74574,100
2006-01-29,4.4928,11,1.2,0.65636,0.8,0,0,100,100,52.74574,100
2006-01-30,8.0352,8.9,-0.8,0.64025,1.7,0,0,100,100,52.74574,100
2006-01-31,7.9488,5.3,-2.7,0.57926,1.3,0,0,100,100,52.74574,100
2006-02-01,8.64,5.9,-4,0.5551,1.1,0,0,100,100,52.74574,100
2006-02-02,8.64,5.9,-4.6,0.55117,1.1,0,0,100,100,52.74574,100
2006-02-03,8.64,3.8,-5.1,0.51406,1.3,0,0,100,100,52.74574,100
2006-02-04,2.3328,0.1,-2.2,0.45877,1,0,0,100,100,52.74574,100
2006-02-05,4.4928,0.3,-1.6,0.40999,2.2,0,0,100,100,52.74574,100
2006-02-06,8.64,2.9,-3.4,0.42441,0.8,0,0,100,100,52.74574,100
2006-02-07,5.8752,4.2,-2.2,0.5125,0.8,0,0,100,100,52.74574,100
2006-02-08,3.024,4.4,0.3,0.52675,1.8,0,0,100,100,52.74574,100
2006-02-09,8.3808,7,0.6,0.5604,3.4,0,0,100,100,52.74574,100
2006-02-10,10.8864,4.2,-4.2,0.38517,3,0,0,100,100,52.74574,100
2006-02-11,10.9728,3.7,-6.4,0.37282,1,0,0,100,100,52.74574,100
2006-02-12,9.7632,3.1,-7.4,0.35458,1.3,0,0,100,100,52.74574,100
2006-02-13,9.6768,4.3,-5.2,0.39145,1.5,0,0,100,100,52.74574,100
2006-02-14,9.4176,7.2,-5.2,0.45557,1.1,0,0,100,100,52.74574,100
2006-02-15,1.6416,3.4,-2.8,0.51282,1.5,29.5,0,100,100,52.74574,100
2006-02-16,4.1472,6.7,2.2,0.76164,1.2,19.4,0,100,100,52.74574,100
2006-02-17,2.0736,5.2,2,0.7031,1.3,7,0,100,100,52.74574,100
2006-02-18,3.6288,4.2,1,0.66683,1,5.8,0,100,100,52.74574,100
2006-02-19,7.1712,9.7,-0.6,0.67612,2,3.4,0,100,100,52.74574,100
2006-02-20,11.3184,9.6,-0.2,0.72187,1.5,0,0,100,100,52.74574,100
2006-02-21,12.8736,9.9,-2.9,0.563,1,0,0,100,100,52.74574,100
2006-02-22,12.8736,8.8,-3.2,0.5597,1.6,0,0,100,100,52.74574,100
2006-02-23,12.96,8,-3.9,0.56633,2,0,0,100,100,52.74574,100
2006-02-24,9.4176,7.2,-2.6,0.54555,2.1,0,0,100,100,52.74574,100
2006-02-25,7.344,5.8,-0.6,0.56916,1.4,0,0,100,100,52.74574,100
2006-02-26,10.8864,6.8,-1.2,0.58781,2.4,0,0,100,100,52.74574,100
2006-02-27,10.2816,4.3,-1.5,0.46317,3.7,0,0,100,100,52.74574,100
2006-02-28,5.8752,2.6,-1.4,0.39422,3.2,0.3,0,100,100,52.74574,100
2006-03-01,11.664,4.1,-4.4,0.42427,4,0,0,100,100,52.74574,100
2006-03-02,6.912,1.8,-7,0.3191,1.5,10.4,0,100,100,52.74574,100
2006-03-03,3.3696,1.7,-1.5,0.55541,0.9,24.3,0,100,100,52.74574,100
2006-03-04,1.296,3.2,1,0.65219,0.9,21.3,0,100,100,52.74574,100
2006-03-05,9.4176,3.1,-4.9,0.44514,5.5,0,0,100,100,52.74574,100
2006-03-06,12.96,3.5,-8.6,0.37325,2.8,0.3,0,100,100,52.74574,100
2006-03-07,15.8976,4.6,-2.1,0.44882,2.9,0.4,0,100,100,52.74574,100
2006-03-08,2.3328,1.2,-1.4,0.49756,1.6,27.4,0,100,100,52.74574,100
2006-03-09,11.9232,12.6,1,0.80626,1.2,2.7,0,100,100,52.74574,100
2006-03-10,7.6032,7.4,0.9,0.62776,3.1,3.3,0,100,100,52.74574,100
2006-03-11,8.4672,4.6,0.7,0.58982,3.4,0,0,100,100,52.74574,100
2006-03-12,16.848,3.3,-6.2,0.23716,3.4,0,0,100,100,52.74574,100
2006-03-13,18.0576,3.6,-8.8,0.26613,1.9,0,0,100,100,52.74574,100
2006-03-14,17.8848,7,-6.5,0.427,1.6,0,0,100,100,52.74574,100
2006-03-15,16.5888,7.6,-4.7,0.4837,2.1,0,0,100,100,52.74574,100
2006-03-16,16.5888,8.6,-3.2,0.5664,1.9,0,0,100,100,52.74574,100
2006-03-17,18.0576,10.6,-3.9,0.5464,1.8,0,0,100,100,52.74574,100
2006-03-18,17.8848,12.3,-3.3,0.58804,2,0,0,100,100,52.74574,100
2006-03-19,16.1568,13.9,0,0.68093,1.8,0,0,100,100,52.74574,100
2006-03-20,12.0096,13.3,0.6,0.67673,2,0,0,100,100,52.74574,100
2006-03-21,8.8992,13.3,5.2,0.84798,2.2,0,0,100,100,52.74574,100
2006-03-22,13.392,15.6,2.7,0.91051,2.6,6,0,100,100,52.74574,100
2006-03-23,19.872,15.9,5.3,0.93497,1.9,0,0,100,100,52.74574,100
2006-03-24,3.888,10.4,5.3,0.8181,1.4,5.4,0,100,100,52.74574,100
2006-03-25,17.7984,18.4,6.5,1.07113,1.8,1.5,0,100,100,52.74574,100
2006-03-26,18.576,21.4,7.1,1.14903,1.3,0,0,100,100,52.74574,100
2006-03-27,15.8976,22.5,6.4,1.0041,2.3,4.5,0,100,100,52.74574,100
2006-03-28,8.208,12.8,5.2,0.90631,3.8,12.9,0,100,100,52.74574,100
2006-03-29,15.8976,13.7,2.5,0.83158,1.8,3,0,100,100,52.74574,100
2006-03-30,4.8384,9.2,2,0.72621,1.6,34.9,0,100,100,52.74574,100
2006-03-31,20.2176,20,6.7,1.09588,1.8,0,0,100,100,52.74574,100
2006-04-01,7.6032,13.9,4.3,0.89316,1.1,4.7,0,100,100,52.74574,100
2006-04-02,14.6016,18.2,7.1,1.0432,1.8,2.4,0,100,100,52.74574,100
2006-04-03,19.6992,15,3.5,0.76021,2.5,0,0,100,100,52.74574,100
2006-04-04,22.2048,17,1.1,0.67974,2,13,0,100,100,52.74574,100
2006-04-05,3.5424,8.6,3.2,0.78917,2.7,17.8,0,100,100,52.74574,100
2006-04-06,14.0832,10,2.3,0.70561,2.3,0,0,100,100,52.74574,100
2006-04-07,22.7232,14.4,0.2,0.75684,2,0,0,100,100,52.74574,100
2006-04-08,23.0688,19.6,1.7,0.75641,2.3,0,0,100,100,52.74574,100
2006-04-09,11.5776,18.2,8.4,1.06348,2.1,4.7,0,100,100,52.74574,100
2006-04-10,3.456,9,3.2,0.79442,4.7,12.7,0,100,100,52.74574,100
2006-04-11,18.576,10.3,0.9,0.57531,5.4,0,0,100,100,52.74574,100
2006-04-12,11.232,11.1,1,0.60162,2.7,0,0,100,100,52.74574,100
2006-04-13,8.2944,11.3,1.4,0.66638,2.1,0,0,100,100,52.74574,100
2006-04-14,24.0192,20.7,1.9,1.04801,1.5,0,0,100,100,52.74574,100
2006-04-15,4.4064,13.3,6.6,0.97006,1.7,7,0,100,100,52.74574,100
2006-04-16,17.3664,18.2,7.5,1.09039,2.7,0,0,100,100,52.74574,100
2006-04-17,22.896,18.8,5.2,0.91049,2.7,0,0,100,100,52.74574,100
2006-04-18,21.8592,18,7,0.88384,3.1,0,0,100,100,52.74574,100
2006-04-19,24.2784,19.8,5.3,0.89829,2.1,0,0,100,100,52.74574,100
2006-04-20,24.7104,21.4,5.2,0.93752,1.6,0,0,100,100,52.74574,100
2006-04-21,25.6608,23,6.8,0.89463,1.6,0,0,100,100,52.74574,100
2006-04-22,25.1424,23.6,6.4,0.97412,2.6,0.2,0,100,100,52.74574,100
2006-04-23,23.5872,22.6,9.3,1.15873,2.2,0,0,100,100,52.74574,100
2006-04-24,22.032,24.5,6.7,1.13998,2.4,9.8,0,100,100,52.74574,100
2006-04-25,12.6144,18,11.6,1.30856,1.2,0,0,100,100,52.74574,100
2006-04-26,11.4912,19,10.4,1.20183,2.6,0,0,100,100,52.74574,100
2006-04-27,18.9216,19.9,9.2,1.1863,2.5,0,0,100,100,52.74574,100
2006-04-28,19.6128,18.1,9.1,1.09317,3.9,0,0,100,100,52.74574,100
2006-04-29,25.4016,16.8,5.3,0.78086,6.4,0,0,100,100,52.74574,100
2006-04-30,26.1792,15.6,0.7,0.59936,3.3,0,0,100,100,52.74574,100
2006-05-01,21.5136,17.8,2.7,0.70638,1.8,0,0,100,100,52.74574,100
2006-05-02,24.9696,23.4,8,0.96103,1.6,0,0,100,100,52.74574,100
2006-05-03,26.4384,25.9,8.1,0.95763,2.3,0,0,100,100,52.74574,100
2006-05-04,26.8704,26,8.5,0.97751999999999994,1.3,0,0,100,100,52.74574,100
2006-05-05,9.072,19.9,9.9,1.25185,1.2,1.7,0,100,100,52.74574,100
2006-05-06,7.5168,15.8,11.8,1.36313,1,4.6,5,100,100,63.36511,100
2006-05-07,15.7248,20.1,11,1.42274,1.3,1.1,5,100,100,65.81905,100
2006-05-08,11.9232,17.1,7.8,1.1737,3.5,25.1,5,100,100,67.50879,100
2006-05-09,11.9232,11.8,6.1,0.8987,3.7,0.3,5,100,100,68.83758,100
2006-05-10,9.4176,12.5,7.9,0.99372,2.9,0,5,100,100,69.94905,100
2006-05-11,28.3392,20.6,4.7,1.10532,2.3,0,5,100,100,70.9128,100
2006-05-12,23.5008,23.4,6.5,1.15937,2.6,0.5,5,100,100,71.76844,100
2006-05-13,17.8848,21,11.8,1.44332,2.1,3.6,5,100,100,72.54087,100
2006-05-14,29.808,22.8,10.5,1.1816,2,0,5,100,100,73.24687,100
2006-05-15,21.7728,25.5,10.1,1.20192,1.7,0,5,100,100,73.89835,100
2006-05-16,13.7376,22.4,13.6,1.55434,2,0.2,5,100,100,74.50407,100
2006-05-17,23.0688,26.5,12.8,1.73732,1.6,0,5,100,100,75.07072,100
2006-05-18,8.0352,22.2,13.6,1.6234,1.9,17.6,5,100,100,75.6035,100
2006-05-19,27.216,22.7,11.4,1.21816,3.7,0,5,100,100,76.10656,100
2006-05-20,8.7264,17,8.3,1.14502,1.7,4.3,5,100,100,76.58325,100
2006-05-21,16.3296,22.2,10.3,1.37518,1,0,5,100,100,77.03635,100
2006-05-22,23.0688,26.5,8,1.32126,4.4,0.3,5,100,100,77.46815,100
2006-05-23,22.032,18.5,10.4,1.0635,5.1,0,5,100,100,77.8806,100
2006-05-24,29.8944,20.3,8.7,0.81149,4.8,0,5,100,100,78.27535,100
2006-05-25,19.008,20.1,5.5,0.93553,2.2,0,5,100,100,78.65383,100
2006-05-26,27.9936,25,9.1,1.27258,3.9,0,5,100,100,79.01726,100
2006-05-27,20.9952,25.4,12.1,1.4983,3.5,0,5,100,100,79.36671,100
2006-05-28,21.2544,26.2,10.3,1.50872,3.2,0,5,100,100,79.70313,100
2006-05-29,14.7744,22.3,10.8,1.38988,6.7,2.2,5,100,100,80.02734,100
2006-05-30,25.7472,13.7,6,0.77342,5.8,0,5,100,100,80.34008,100
2006-05-31,23.9328,15,2.8,0.70678,4,0,5,100,100,80.64201,100
2006-06-01,23.4144,17.8,1.5,0.80728,3.5,1.5,5,100,100,80.93371,100
2006-06-02,29.9808,18,2.6,0.75542,1.9,0,5,100,100,81.21571,100
2006-06-03,28.6848,22.2,2.4,0.81674,2,0,5,100,100,81.48849,100
2006-06-04,27.9072,23.3,4.8,0.86955,2.4,0,5,100,100,81.75247,100
2006-06-05,19.1808,21,7.2,1.03015,1.8,0,5,100,100,82.00806,100
2006-06-06,30.0672,24.6,8.1,1.04185,2.3,0,5,100,100,82.25559,100
2006-06-07,29.2896,22.2,7.1,0.96972,3.6,0,5,100,100,82.49541,100
2006-06-08,30.7584,24.3,7.7,1.08264,3.4,0,5,100,100,82.72781,100
2006-06-09,29.808,25.6,8.3,1.20739,3.1,0,5,100,100,82.95307,100
2006-06-10,28.2528,27,10.2,1.33115,3.1,0,5,100,100,83.17142,100
2006-06-11,30.0672,28.3,12.2,1.41457,3.2,0,5,100,100,83.38312,100
2006-06-12,29.6352,28.1,13,1.42818,3,0,0,100,100,83.58836,100
2006-06-13,28.8576,29.3,13.8,1.58638,2.6,0,5,100,100,83.78736,100
2006-06-14,29.7216,30.9,14.6,1.59841,2.4,0,5,100,100,83.98029,100
2006-06-15,28.5984,30.7,14.1,1.51565,3,0,5,100,100,84.16732,100
2006-06-16,14.7744,28.8,14.9,1.78398,1.5,6.6,5,100,100,84.34861,100
2006-06-17,14.4288,26,15.7,1.92089,1.8,4.5,5,100,100,84.52431,100
2006-06-18,23.328,29,13.2,1.8472,1.8,0.4,5,100,100,84.69456,100
2006-06-19,26.0064,29.4,15.1,1.81863,2.3,1.6,5,100,100,84.85949,100
2006-06-20,14.9472,28.3,17,1.71534,1.8,0,5,100,100,85.01921,100
